wave_id,wave_name,task_id,task_type,title,priority,cutover_blocker,complexity,execution_owner,validator_owner,required_skills,dependencies,target_files_scope,actions,verification,acceptance_criteria,required_evidence,rollback,revision_notes,status
W6,Subagent-only runtime and leaf protocol,T-087,runtime-permission,Add recursive-delegation and scope tests,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-085,T-086,T-V05",test/integration/; test/edge-cases/,Test that a leaf cannot invoke task. | Test that a leaf cannot write TODO. | Test that a non-atomic task returns to the parent. | Test that write scope expansion is requested rather than executed.,Task-Spec must define exact commands before execution.,All negative tests pass. | Failure messages are actionable.,Integration logs.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W6,Subagent-only runtime and leaf protocol,T-088,runtime-permission,Implement parent task allowlist and built-in subagent policy,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-017,T-084,T-085,T-V05",.specs/changes/harness-skill-based-migration/staging/opencode.permissions.fragment.json,"Set parent task permission to `* = deny` followed by explicit allowed leaf patterns. | Decide General, Explore, and Scout use individually. | Remove denied subagents from the Task tool description. | Require an existing TODO/task ID in every managed delegation prompt.",Task-Spec must define exact commands before execution.,Unknown and denied subagents are absent from the parent Task tool. | Only approved leaf profiles and retained specialists can be invoked. | Delegation without a registered task ID is rejected by policy/test.,Task-tool listing and negative permission tests.,Restore staged permission fragment.,Added by deterministic v2 audit.,pending
W6,Subagent-only runtime and leaf protocol,T-089,runtime-permission,Implement concurrency and manual-invocation protocol,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-017,T-086,T-088,T-V05",rules/SUBAGENT_EXECUTION.md; .specs/shared/delegation-runtime-contract.md; tests,"Allow one active managed leaf by default. | Allow parallel leaves only when the parent pre-registers independent TODOs, allocations, and merge order. | Require the parent to update TODO immediately after each leaf returns and before the next sequential delegation. | Treat direct manual `@subagent` work as read-only/out-of-band for managed changes.",Task-Spec must define exact commands before execution.,Sequential mode never has two active leaves. | Parallel mode has explicit independent task IDs and no shared write scope. | Manual invocation cannot close or validate a managed task.,Concurrency and manual-invocation fixtures.,Revert contract/rule changes.,Added by deterministic v2 audit.,pending
W6,Subagent-only runtime and leaf protocol,T-V06,wave-validation,Independently validate W6 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-080,T-081,T-082,T-083,T-084,T-085,T-086,T-087,T-088,T-089",.specs/changes/harness-skill-based-migration/evidence/w6-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W6 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W6 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-090,command-migration,Create command compatibility inventory,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-004,T-013,T-V06",commands/workflow:*.md; skills/workflow-commands/; sdd/architecture/WORKFLOW_CONTRACTS.yaml,"Record current frontmatter, agent, model, subtask behavior, inputs, outputs, and artifact paths. | Define compatibility expectations for brainstorm, define, design, build, iterate, validate, ship, and create-pr. | Identify command behavior currently hidden in workflow agents.",Task-Spec must define exact commands before execution.,Every command has a compatibility contract. | No command behavior is assumed from name alone.,Command matrix.,Read-only.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-091,command-migration,Create shared AgentSpec command preamble,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-031,T-090,T-V06",skills/workflow-commands/SKILL.md or shared reference,"Require START, AgentSpec contract loading, TODO parent ownership, tool routing, and evidence. | Define `subtask: false` for parent-session execution unless a specific command intentionally isolates context. | Remove dependencies on deleted workflow agents.",Task-Spec must define exact commands before execution.,Shared behavior is referenced rather than copied. | Command invocation does not silently spawn a coordinator child session.,Command-session test.,Revert shared preamble.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-092,command-migration,"Refactor brainstorm, define, and design commands",P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-091,T-V06",commands/workflow:brainstorm.md; workflow:define.md; workflow:design.md,Preserve AgentSpec artifacts and phase gates. | Use skills/rules rather than workflow agents. | Keep Write-then-Copy behavior only where the AgentSpec contract requires it.,Task-Spec must define exact commands before execution.,Artifacts match current AgentSpec contract. | Commands remain separate from Altitude state.,Golden command fixtures.,Restore baseline command files.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-093,command-migration,Refactor build and iterate commands,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-086,T-091,T-V06",commands/workflow:build.md; workflow:iterate.md,Preserve the build output gate. | Use parent TODO and atomic leaf execution for implementation work. | Apply block validation and AgentSpec artifact updates.,Task-Spec must define exact commands before execution.,Build asks for output location before creating code when required. | Leaf execution does not own TODO or delegate.,Build/iterate integration fixtures.,Restore baseline command files.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-094,command-migration,Refactor validate and ship commands,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-091,T-092,T-093,T-V06",commands/workflow:validate.md; workflow:ship.md,Use independent validator profiles and judge/faithfulness skills. | Preserve AgentSpec validation and shipping artifacts. | Prevent AgentSpec ship from archiving or advancing Altitude state.,Task-Spec must define exact commands before execution.,Validation evidence is independent and complete. | Workflow state remains isolated.,Validate/ship fixtures.,Restore baseline command files.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-095,command-migration,Refactor create-pr command and GitHub routing,P1,no,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-036,T-091,T-V06",commands/workflow:create-pr.md; rules/TOOL_ROUTING.md,"Require `gh` for GitHub operations and `git` for local Git state. | Require preflight, clean diff review, validation status, and explicit user approval for publication. | Apply RTK prefixes by default.",Task-Spec must define exact commands before execution.,No ad hoc GitHub API or browser workflow is used when `gh` is available. | Push/PR actions remain explicitly gated.,Dry-run fixture.,Restore command file.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-096,command-migration,Add command compatibility test suite,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-092,T-093,T-094,T-095,T-V06",test/integration/commands/; fixtures,"Test command names, artifacts, gates, session behavior, TODO ownership, and workflow isolation. | Test missing output path, missing prior artifact, validation fail, and ship with open gaps. | Compare against baseline compatibility expectations.",Task-Spec must define exact commands before execution.,All preserved commands pass positive and negative fixtures. | No command references deleted agents.,Command compatibility report.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-097,command-migration,Add exact Build Output Gate regression suite,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-093,T-045,T-V06",test/integration/commands/workflow-build-output-gate/,Assert the output-path question is the first command-specific tool action. | Assert DESIGN is not read before the answer. | Assert no default or inferred output path is used. | Assert cancellation causes zero implementation writes.,Task-Spec must define exact commands before execution.,"All four ordering/negative scenarios pass. | The test records tool-call order, not only final text.",Ordered tool trace and file-write audit.,Remove tests.,Added by deterministic v2 audit.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-098,command-migration,Make Write-then-Copy atomic and recoverable,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-092,T-094,T-V06",skills/workflow-commands/; AgentSpec artifact helper; tests,"Write and validate the global artifact first. | Copy to a temporary local file, verify checksum, then atomically rename. | Record partial-copy recovery and retry behavior.",Task-Spec must define exact commands before execution.,Global and local artifacts have matching checksums. | A failed copy does not leave a misleading completed local artifact.,Failure-injection and checksum tests.,Restore prior copy logic.,Added by deterministic v2 audit.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-099,command-migration,Preserve command model and parent-session parity,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-090,T-091,T-070,T-V06",commands/workflow:*.md; command compatibility matrix,Record and preserve intentional command model overrides. | Set `subtask: false` for commands that must remain in the parent session. | Remove deleted agent names from command frontmatter. | Verify each command's actual executing agent and session.,Task-Spec must define exact commands before execution.,Every command has an explicit parent/subtask decision. | No command silently starts a retired coordinator child session. | Intentional model behavior is preserved or explicitly changed by decision.,Command frontmatter audit and session traces.,Restore baseline command files.,Added by deterministic v2 audit.,pending
W7,Preserve and refactor AgentSpec workflow commands,T-V07,wave-validation,Independently validate W7 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-090,T-091,T-092,T-093,T-094,T-095,T-096,T-097,T-098,T-099",.specs/changes/harness-skill-based-migration/evidence/w7-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W7 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W7 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-110,mcp-governance,Create canonical MCP registry,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-002,T-037,T-V07",.specs/shared/mcp-registry.yaml,"Register Context7, CodeGraph, codex-agent-mem, fs-read, headroom, and sequential-thinking. | Record type, command/URL source, auth variables by name only, tool prefixes, trigger, authority, context cost, health check, fallback, and owner. | Prohibit unregistered MCPs from being treated as mandatory.",Task-Spec must define exact commands before execution.,Each required MCP has complete metadata. | No secret value is committed.,Validated registry.,Remove registry.,Selected one canonical registry path. The repository does not need a second root `config/` authority.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-111,mcp-governance,Configure Context7,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json; .specs/shared/mcp-registry.yaml; governing rules,Add verified Context7 configuration with its documented authentication mode; use environment-backed credentials when the selected server requires them. | Define use for current library/framework/API documentation. | Define official-doc/web fallback and citation expectations.,Task-Spec must define exact commands before execution.,Context7 appears in the effective MCP list and returns a health response. | A docs fixture invokes it when required.,Sanitized config diff and health log.,Remove MCP entry.,MCP configuration is staged in W8 and merged once in W10; active opencode.json is not edited here.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-112,mcp-governance,Configure and govern CodeGraph,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json; .specs/shared/mcp-registry.yaml; governing rules,Verify server source and tool names. | Use CodeGraph first only when `.codegraph/` exists. | Define shell fallback `codegraph explore` and search/read fallback when absent.,Task-Spec must define exact commands before execution.,Indexed-repository fixture uses CodeGraph. | Non-indexed fixture skips it without error.,Two-path integration logs.,Remove MCP entry.,MCP configuration is staged in W8 and merged once in W10; active opencode.json is not edited here.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-113,mcp-governance,Configure and govern codex-agent-mem,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-038,T-110,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json; .specs/shared/mcp-registry.yaml; governing rules,Verify read/write capabilities and exact tool names. | Implement semantic duplication with stable event IDs. | Prevent memory MCP content from overriding current `.specs` state.,Task-Spec must define exact commands before execution.,Write/read/dedup fixtures pass. | Conflict fixture selects `.specs` as authority.,Memory MCP health and reconciliation logs.,Disable MCP entry; local state continues.,MCP configuration is staged in W8 and merged once in W10; active opencode.json is not edited here.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-114,mcp-governance,Configure and govern fs-read,P1,no,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json; .specs/shared/mcp-registry.yaml; governing rules,"Keep fs-read registered and enabled as requested. | Document the exact capability boundary between fs-read, native read, and altitude-filestore. | Restrict activation to its unique capability and keep native read as the normal default. | Define degraded behavior when fs-read is unhealthy without removing it from the target architecture.",Task-Spec must define exact commands before execution.,fs-read remains in the canonical MCP registry. | Its trigger and non-trigger are testable. | Duplicate routine reads do not invoke it.,Capability comparison.,Disable temporarily in degraded mode; do not remove it from the approved target architecture.,"Removed the v1 option to delete fs-read, which contradicted the user's keep-all-MCP decision.",pending
W8,"MCP registry, configuration, and deterministic tool use",T-115,mcp-governance,Configure and govern headroom,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json; .specs/shared/mcp-registry.yaml; governing rules,"Define whether MCP headroom, headroom-guard plugin, and context-budget plugin are complementary or duplicative. | Choose one authority for thresholds and one telemetry source. | Require preflight before large reads, broad MCP activation, or large fan-out.",Task-Spec must define exact commands before execution.,Thresholds have one canonical source. | Warning/critical/block behaviors are testable. | No false claim of telemetry enforcement remains.,Headroom architecture decision and tests.,Restore baseline plugin/MCP configuration.,MCP configuration is staged in W8 and merged once in W10; active opencode.json is not edited here.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-116,mcp-governance,Configure and govern sequential-thinking,P1,no,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json; .specs/shared/mcp-registry.yaml; governing rules,"Limit activation to high-complexity decomposition, conflict analysis, or multi-option architecture decisions. | Prohibit routine use in atomic execution. | Define a no-MCP fallback using the normal planning process.",Task-Spec must define exact commands before execution.,Routine leaf fixtures do not invoke sequential-thinking. | A qualifying complex fixture invokes it through an explicit trigger. | The MCP remains registered even when a task uses the no-MCP fallback.,Activation tests.,Disable temporarily in degraded mode; preserve the canonical registry entry.,Changed permissive `may invoke` into a deterministic trigger and preserved the MCP.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-117,mcp-governance,Create MCP preflight and health-check tool,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-111,T-112,T-113,T-114,T-115,T-116,T-V07","tools/mcp-health-check.{sh,contract.md}; tests",Compare expected registry with effective `opencode mcp list` output. | Check required environment variable names are present without printing values. | Run bounded server/tool health checks and produce available/degraded/unavailable status. | Detect UI/CLI disagreement.,Task-Spec must define exact commands before execution.,"Tool identifies missing, unhealthy, and unconfigured servers. | Output is safe to store as evidence.",Health-check logs.,Remove tool.,Carried from v1; enriched with deterministic gates in v2.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-118,mcp-governance,Add MCP activation and fallback tests,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-117,T-V07",test/integration/mcp/; fixtures,"Test each trigger and non-trigger. | Test unavailable server, timeout, auth missing, excessive context, and fallback. | Test that no result is fabricated when a required MCP fails.",Task-Spec must define exact commands before execution.,"All MCPs have positive, negative, and fallback coverage. | Context budget rules are respected.",MCP test report.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-119,mcp-governance,"Pin MCP server provenance, versions, and licenses",P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,dev-security-guardian,"T-110,T-007,T-V07",.specs/shared/mcp-registry.yaml; MCP provenance evidence,"Record official source, package/image/URL, exact version or immutable reference, license, maintainer, and install method for every MCP. | Reject floating `latest` references for local packages. | Define update and rollback procedures.",Task-Spec must define exact commands before execution.,Every MCP has a reproducible source and version. | No unreviewed install command remains.,Provenance manifest and package/version outputs.,Restore previous pinned references.,Added by deterministic v2 audit.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-120,mcp-governance,"Define MCP namespaces, permissions, and tool-collision policy",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-088,T-V07",.specs/shared/mcp-registry.yaml; staged permission fragment,"Record exact tool names exposed by each MCP. | Detect collisions with built-in, plugin, and custom tools. | Apply per-host/per-leaf permission patterns. | Hide unrelated MCP tools from leaf profiles.",Task-Spec must define exact commands before execution.,No ambiguous tool name exists. | Each profile sees only the MCP tools required by its role.,Tool inventory and permission listing.,Restore prior staged permissions.,Added by deterministic v2 audit.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-121,mcp-governance,"Define MCP timeout, retry, output, and concurrency budgets",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-110,T-115,T-V07",.specs/shared/mcp-registry.yaml; rules/MCP_GOVERNANCE.md,"Set connection/tool-discovery timeout per server. | Define retry count, backoff, circuit-breaker/degraded state, maximum output size, and concurrent calls. | Integrate limits with headroom.",Task-Spec must define exact commands before execution.,Every MCP has explicit limits. | Timeout or excessive output produces a bounded failure and fallback.,Timeout/output failure fixtures.,Restore prior limits.,Added by deterministic v2 audit.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-122,mcp-governance,Add MCP content-trust and prompt-injection policy,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,"dev-security-guardian,dev-faithfulness-guard","T-037,T-119,T-120,T-V07",rules/MCP_CONTENT_TRUST.md; .specs/shared/mcp-governance.md,"Treat MCP-returned content as data, not instructions, unless the source is an approved instruction authority. | Require provenance and sanitization for external docs and memory. | Block MCP content from changing scope, permissions, TODO, or workflow phase.",Task-Spec must define exact commands before execution.,Prompt-injection fixtures cannot change higher-priority behavior. | External content is labeled with source and trust level.,Injection fixtures and security review.,Remove policy and tests.,Added by deterministic v2 audit.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-123,mcp-governance,"Define MCP authentication, redaction, and secret handling",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,dev-security-guardian,"T-119,T-V07",.specs/shared/mcp-registry.yaml; rules/MCP_GOVERNANCE.md; health-check redaction tests,"Record environment variable names or OAuth flow without storing values. | Define secure credential location and logout/recovery procedures. | Redact tokens, headers, PII, and sensitive paths from health logs and memory.",Task-Spec must define exact commands before execution.,"No credential value enters Git, evidence, TODO, or memory. | Missing auth produces an actionable degraded status.",Secret scan and sanitized health logs.,Remove staged auth references and revoke test credentials if created.,Added by deterministic v2 audit.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-124,mcp-governance,Build one staged MCP configuration fragment,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-111,T-112,T-113,T-114,T-115,T-116,T-119,T-120,T-121,T-122,T-123,T-V07",.specs/changes/harness-skill-based-migration/staging/opencode.mcp.fragment.json,"Merge all approved MCP entries exactly once. | Validate names, types, commands/URLs, environment references, enabled flags, and timeouts. | Compare the fragment with the canonical registry.",Task-Spec must define exact commands before execution.,The staged fragment contains all six required MCPs. | The fragment and registry agree exactly. | No active config is modified.,Schema validation and registry diff.,Delete the staged fragment.,Added by deterministic v2 audit.,pending
W8,"MCP registry, configuration, and deterministic tool use",T-V08,wave-validation,Independently validate W8 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-110,T-111,T-112,T-113,T-114,T-115,T-116,T-117,T-118,T-119,T-120,T-121,T-122,T-123,T-124",.specs/changes/harness-skill-based-migration/evidence/w8-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W8 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W8 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W9,"TODO, state, validation, and memory integration",T-130,state-runtime,Implement parent TODO protocol,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-032,T-086,T-V08",rules/TODO_OWNERSHIP.md; state plugin/helper; tests,Create stable block/task/validation IDs. | Implement allowed status transitions and evidence links. | Reject parallel untracked lists and leaf-originated direct mutations.,Task-Spec must define exact commands before execution.,All action items appear in one parent ledger. | Closed items point to evidence and validator result.,Ledger fixtures.,Revert protocol/plugin changes.,Carried from v1; enriched with deterministic gates in v2.,pending
W9,"TODO, state, validation, and memory integration",T-131,state-runtime,Implement block validation scheduling,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-034,T-084,T-130,T-V08",rules/VALIDATION_EVIDENCE.md; task templates; scheduler/helper,Create a validation task when all execution tasks in a block reach locally complete. | Assign an independent validator profile. | Reopen or create remediation tasks on failure.,Task-Spec must define exact commands before execution.,No block closes before validator PASS or approved-gap decision. | Validator is not the executor.,Block lifecycle tests.,Revert scheduler/helper.,Carried from v1; enriched with deterministic gates in v2.,pending
W9,"TODO, state, validation, and memory integration",T-132,state-runtime,Implement dual-write memory events,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-113,T-130,T-V08",.specs/shared/memory-event-schema.yaml; memory helper/tool; rules,Write authoritative event to `.specs/memory` first. | Duplicate to MCP with stable event ID and content hash. | Record pending/failed/synced status without blocking unrelated work.,Task-Spec must define exact commands before execution.,Duplicate writes are idempotent. | MCP outage leaves a visible pending sync. | No secrets are stored.,Dual-write tests.,Disable MCP duplication; preserve local events.,Carried from v1; enriched with deterministic gates in v2.,pending
W9,"TODO, state, validation, and memory integration",T-133,state-runtime,Implement state and memory reconciliation,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-014,T-132,T-V08","tools/state-memory-reconcile.{sh,contract.md}; tests","Compare active task/phase, artifacts, archive state, local memory, and MCP memory. | Apply source-of-truth hierarchy. | Produce repair options rather than silently rewriting conflicts.",Task-Spec must define exact commands before execution.,Conflicts stop execution and show repair choices. | A stale MCP record cannot advance state.,Conflict fixtures.,Remove tool.,Carried from v1; enriched with deterministic gates in v2.,pending
W9,"TODO, state, validation, and memory integration",T-134,state-runtime,Implement resume protocol,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-130,T-131,T-132,T-133,T-V08",rules/START.md; resume helper; tests,"Restore active change, phase, block, task, evidence, and pending memory sync. | Re-run health and conflict checks. | Require user confirmation when state is ambiguous.",Task-Spec must define exact commands before execution.,A fresh session resumes the same canonical task. | No closed task is re-executed without an explicit reopen.,Cross-session fixtures.,Revert resume helper/rule.,Carried from v1; enriched with deterministic gates in v2.,pending
W9,"TODO, state, validation, and memory integration",T-135,state-runtime,Create audit and trace report,P1,no,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-134,T-V08","tools/harness-trace-report.{sh,contract.md}; templates",Render request → workflow → phase → block → task → leaf → evidence → validation → memory → ship trace. | Include tool/MCP usage and fallback events. | Exclude secret values and excessive raw output.,Task-Spec must define exact commands before execution.,A reviewer can trace every closed task. | The report detects missing evidence or orphan tasks.,Trace report fixture.,Remove tool.,Carried from v1; enriched with deterministic gates in v2.,pending
W9,"TODO, state, validation, and memory integration",T-136,state-runtime,Implement single-active-writer lease,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-011,T-021,T-130,T-V08",.specs/shared/writer-lease-contract.md; state helper/tool; tests,"Create a lease containing change ID, session ID, owner, acquired time, heartbeat, and expiry. | Block a second parent session from mutating the same active change. | Define stale-lease recovery with evidence and user confirmation.",Task-Spec must define exact commands before execution.,Two concurrent parents cannot both write the same change. | A crashed session can be recovered without silent takeover.,Concurrent-session and stale-lease tests.,Disable lease enforcement and restore prior state helper.,Added by deterministic v2 audit.,pending
W9,"TODO, state, validation, and memory integration",T-137,state-runtime,"Define memory namespace, retention, redaction, and deletion",P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-012,T-132,T-V08",.specs/shared/memory-governance-contract.md; memory event schema; MCP rules,"Namespace memory by harness version, repository identity, change ID, and event ID. | Define retention, deletion, redaction, payload limits, and cross-repository isolation. | Define schema migration and a separately approved backfill task when historical records require migration.",Task-Spec must define exact commands before execution.,Memory from one repository cannot contaminate another. | Sensitive content is excluded or redacted. | Deletion and schema migration are testable.,Governance contract and isolation/redaction fixtures.,Revert governance/schema changes.,Added by deterministic v2 audit.,pending
W9,"TODO, state, validation, and memory integration",T-138,state-runtime,Predeclare validation blocks and boundaries,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-024,T-034,T-131,T-V08",.specs/shared/validation-block-contract.md; task pack templates,"Require every Design/Plan task pack to assign execution tasks to a validation block. | Prohibit changing block boundaries during execution without parent/user approval. | Require immediate independent validation for security, permissions, MCP auth, and active config changes.",Task-Spec must define exact commands before execution.,No execution task exists outside a validation block. | A block cannot hide unrelated subsystems or risk classes. | High-risk tasks are validated immediately.,Task-pack and block-boundary fixtures.,Remove contract/template changes.,Added by deterministic v2 audit.,pending
W9,"TODO, state, validation, and memory integration",T-139,state-runtime,Map native TODO capability to harness ledger semantics,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-002,T-130,T-V08",.specs/shared/todo-projection-contract.md; TODO fixtures,Record the actual native TODO fields and statuses exposed by the pinned OpenCode version. | Map harness block/task/validation semantics without inventing unsupported native statuses. | Use separate validation TODO items and durable `.specs` fields where native TODO is insufficient.,Task-Spec must define exact commands before execution.,Every harness state has an explicit native-TODO and durable-state representation. | Resume does not depend on an unsupported TODO field.,Capability report and projection fixtures.,Revert mapping contract.,Added by deterministic v2 audit.,pending
